,date,vix,vixo,vixh,vixl
11564,2017-11-13,11.5,11.43,12.18,11.0
11565,2017-11-14,11.59,11.53,12.61,11.45
11566,2017-11-15,13.13,12.52,14.51,12.33
11567,2017-11-16,11.76,12.47,12.52,11.38
11568,2017-11-17,11.43,11.75,12.01,11.16
11569,2017-11-20,10.65,11.96,12.08,10.44
11570,2017-11-21,9.73,10.74,10.78,9.67
11571,2017-11-22,9.88,9.6,9.88,9.32
11572,2017-11-24,9.67,9.82,9.96,8.56
11573,2017-11-27,9.87,10.07,10.26,9.79
11574,2017-11-28,10.03,9.72,10.31,9.53
11575,2017-11-29,10.7,9.91,10.93,9.81
11576,2017-11-30,11.28,10.49,12.05,10.25
11577,2017-12-01,11.43,11.19,14.58,10.54
11578,2017-12-04,11.68,11.05,11.86,10.26
11579,2017-12-05,11.33,11.38,11.67,10.65
11580,2017-12-06,11.02,11.63,11.68,10.86
11581,2017-12-07,10.16,10.9,11.32,10.12
11582,2017-12-08,9.58,10.0,10.06,9.43
11583,2017-12-11,9.34,9.74,10.08,9.28
11584,2017-12-12,9.92,9.36,9.92,9.21
11585,2017-12-13,10.18,9.78,10.21,9.65
11586,2017-12-14,10.49,9.98,10.54,9.78
11587,2017-12-15,9.42,10.12,10.2,9.22
11588,2017-12-18,9.53,9.46,9.89,9.24
11589,2017-12-19,10.03,9.4,10.15,9.18
11590,2017-12-20,9.72,9.69,9.85,8.9
11591,2017-12-21,9.62,9.59,9.86,9.2
11592,2017-12-22,9.9,9.37,10.18,9.35
11593,2017-12-26,10.25,10.19,10.46,10.13
11594,2017-12-27,10.47,10.04,10.79,9.71
11595,2017-12-28,10.18,10.29,10.44,10.07
11596,2017-12-29,11.04,10.03,11.06,9.95
11597,2018-01-02,9.77,10.95,11.07,9.52
11598,2018-01-03,9.15,9.56,9.65,8.94
11599,2018-01-04,9.22,9.01,9.31,8.92
11600,2018-01-05,9.22,9.1,9.54,9.0
11601,2018-01-08,9.52,9.61,9.89,9.32
11602,2018-01-09,10.08,9.41,10.09,9.37
11603,2018-01-10,9.82,10.11,10.85,9.82
11604,2018-01-11,9.88,9.69,10.02,9.62
11605,2018-01-12,10.16,9.74,10.31,9.54
11606,2018-01-16,11.66,10.42,12.41,10.4
11607,2018-01-17,11.91,11.35,12.81,11.18
11608,2018-01-18,12.22,12.01,12.4,11.62
11609,2018-01-19,11.27,12.3,12.33,11.18
11610,2018-01-22,11.03,11.59,11.62,10.84
11611,2018-01-23,11.1,10.77,11.57,10.76
11612,2018-01-24,11.47,11.0,12.19,10.89
11613,2018-01-25,11.58,11.27,12.01,11.2
11614,2018-01-26,11.08,11.4,11.6,11.08
11615,2018-01-29,13.84,11.71,13.84,11.68
11616,2018-01-30,14.79,13.93,15.42,13.88
11617,2018-01-31,13.54,14.23,14.44,13.41
11618,2018-02-01,13.47,13.05,14.3,12.5
11619,2018-02-02,17.31,13.64,17.86,13.64
11620,2018-02-05,37.32,18.44,38.8,16.8
11621,2018-02-06,29.98,37.32,50.3,22.42
11622,2018-02-07,27.73,31.38,31.64,21.17
11623,2018-02-08,33.46,27.29,36.17,24.41
11624,2018-02-09,29.06,32.18,41.06,27.73
11625,2018-02-12,25.61,27.25,29.7,24.42
11626,2018-02-13,24.97,26.94,27.82,24.47
11627,2018-02-14,19.26,23.48,25.72,18.99
11628,2018-02-15,19.13,18.39,20.66,17.6
11629,2018-02-16,19.46,18.74,20.99,17.44
11630,2018-02-20,20.6,20.53,21.61,19.75
11631,2018-02-21,20.02,20.76,21.04,16.97
11632,2018-02-22,18.72,20.57,20.61,18.07
11633,2018-02-23,16.49,17.96,18.8,16.47
11634,2018-02-26,15.8,16.53,16.94,15.8
11635,2018-02-27,18.59,15.83,18.98,15.29
11636,2018-02-28,19.85,18.08,20.44,15.65
11637,2018-03-01,22.47,19.96,25.3,19.57
11638,2018-03-02,19.59,22.47,26.22,19.36
11639,2018-03-05,18.73,21.55,21.57,17.94
11640,2018-03-06,18.36,18.25,19.64,17.68
11641,2018-03-07,17.76,20.11,20.49,17.52
11642,2018-03-08,16.54,17.56,17.68,14.91
11643,2018-03-09,14.64,16.41,16.75,13.31
11644,2018-03-12,15.78,15.28,16.35,15.18
11645,2018-03-13,16.35,15.7,16.98,15.03
11646,2018-03-14,17.23,16.59,17.59,14.94
11647,2018-03-15,16.59,16.99,17.41,15.96
11648,2018-03-16,15.8,16.6,16.72,15.23
11649,2018-03-19,19.02,16.63,21.87,16.56
11650,2018-03-20,18.2,18.38,19.31,18.09
11651,2018-03-21,17.86,17.76,18.37,16.26
11652,2018-03-22,23.34,18.13,23.81,18.12
11653,2018-03-23,24.87,24.02,26.01,21.63
11654,2018-03-26,21.03,23.41,24.54,20.71
11655,2018-03-27,22.5,20.33,24.06,19.84
11656,2018-03-28,22.87,22.52,24.94,21.71
11657,2018-03-29,19.97,22.87,23.05,19.6
11658,2018-04-02,23.62,21.07,25.72,20.44
11659,2018-04-03,21.1,23.03,23.38,20.92
11660,2018-04-04,20.06,21.68,24.51,19.86
11661,2018-04-05,18.94,19.76,20.21,18.57
11662,2018-04-06,21.49,20.33,23.12,18.6
11663,2018-04-09,21.77,21.27,22.02,20.34
11664,2018-04-10,20.47,20.51,21.68,20.24
11665,2018-04-11,20.24,20.95,21.66,19.64
11666,2018-04-12,18.49,19.83,19.92,18.16
11667,2018-04-13,17.41,18.27,18.45,17.26
11668,2018-04-16,16.56,17.59,17.66,16.38
11669,2018-04-17,15.25,16.16,16.27,14.57
11670,2018-04-18,15.6,15.3,16.9,14.95
11671,2018-04-19,15.96,15.55,16.92,15.16
11672,2018-04-20,16.88,16.16,17.5,15.19
11673,2018-04-23,16.34,17.29,17.56,15.79
11674,2018-04-24,18.02,16.16,19.66,15.37
11675,2018-04-25,17.84,18.14,19.84,17.75
11676,2018-04-26,16.24,18.07,18.12,16.24
11677,2018-04-27,15.41,16.22,16.77,15.25
11678,2018-04-30,15.93,15.39,16.35,15.13
11679,2018-05-01,15.49,15.78,16.82,15.42
11680,2018-05-02,15.97,15.48,15.97,14.75
11681,2018-05-03,15.9,15.78,18.66,15.43
11682,2018-05-04,14.77,15.94,16.92,10.91
11683,2018-05-07,14.75,15.32,15.52,14.51
11684,2018-05-08,14.71,14.53,15.56,14.52
11685,2018-05-09,13.42,14.54,14.63,13.38
11686,2018-05-10,13.23,13.36,13.63,12.92
11687,2018-05-11,12.65,13.22,13.44,12.65
11688,2018-05-14,12.93,12.95,13.28,12.81
11689,2018-05-15,14.63,13.13,15.01,12.5
11690,2018-05-16,13.42,14.38,14.91,13.21
11691,2018-05-17,13.43,13.54,13.86,12.65
11692,2018-05-18,13.42,13.18,13.87,13.06
11693,2018-05-21,13.08,13.44,13.59,12.78
11694,2018-05-22,13.22,13.03,13.42,12.77
11695,2018-05-23,12.58,13.5,14.6,12.49
11696,2018-05-24,12.53,12.73,14.24,12.53
11697,2018-05-25,13.22,12.44,13.52,12.29
11698,2018-05-29,17.02,14.39,18.78,14.39
11699,2018-05-30,14.94,16.6,16.64,14.65
11700,2018-05-31,15.43,14.93,16.29,14.2
11701,2018-06-01,13.46,14.92,14.93,13.37
11702,2018-06-04,12.74,13.91,13.91,12.69
11703,2018-06-05,12.4,12.91,13.34,12.3
11704,2018-06-06,11.64,12.1,12.56,11.62
11705,2018-06-07,12.13,11.66,13.28,11.22
11706,2018-06-08,12.18,12.54,13.31,12.09
11707,2018-06-11,12.35,12.52,12.69,12.14
11708,2018-06-12,12.34,12.29,12.6,11.88
11709,2018-06-13,12.94,12.13,12.95,11.98
11710,2018-06-14,12.12,12.98,13.07,11.88
11711,2018-06-15,11.98,12.19,13.16,11.93
11712,2018-06-18,12.31,12.79,13.74,12.28
11713,2018-06-19,13.35,14.61,14.68,13.21
11714,2018-06-20,12.79,12.9,13.02,12.25
11715,2018-06-21,14.64,12.54,15.18,12.18
11716,2018-06-22,13.77,14.6,14.6,13.11
11717,2018-06-25,17.33,15.07,19.61,14.56
11718,2018-06-26,15.92,16.71,17.54,15.1
11719,2018-06-27,17.91,16.52,18.19,14.76
11720,2018-06-28,16.85,17.54,18.99,16.4
11721,2018-06-29,16.09,15.73,16.51,14.66
11722,2018-07-02,15.6,17.7,18.08,15.54
11723,2018-07-03,16.14,15.37,16.45,14.68
11724,2018-07-05,14.97,15.62,16.22,14.47
11725,2018-07-06,13.37,14.99,15.45,13.34
11726,2018-07-09,12.69,13.42,13.45,12.6
11727,2018-07-10,12.64,12.52,13.21,11.93
11728,2018-07-11,13.63,14.05,14.15,13.09
11729,2018-07-12,12.58,13.07,13.33,12.42
11730,2018-07-13,12.18,12.39,12.97,11.62
11731,2018-07-16,12.83,12.46,12.97,12.13
11732,2018-07-17,12.06,12.91,13.18,11.85
11733,2018-07-18,12.1,11.87,12.47,11.44
11734,2018-07-19,12.87,12.2,13.09,11.79
11735,2018-07-20,12.86,13.0,13.58,12.49
11736,2018-07-23,12.62,13.47,13.55,12.58
11737,2018-07-24,12.41,12.61,13.21,11.66
11738,2018-07-25,12.29,12.37,12.82,11.8
11739,2018-07-26,12.14,12.45,12.53,11.78
11740,2018-07-27,13.03,12.17,14.26,11.6
11741,2018-07-30,14.26,13.63,14.46,12.98
11742,2018-07-31,12.83,13.98,14.12,12.81
11743,2018-08-01,13.15,13.09,13.63,12.45
11744,2018-08-02,12.19,13.57,14.53,12.17
11745,2018-08-03,11.64,12.43,12.46,11.07
11746,2018-08-06,11.27,11.91,12.15,11.17
11747,2018-08-07,10.93,11.12,11.24,10.52
11748,2018-08-08,10.85,10.93,11.18,10.52
11749,2018-08-09,11.27,10.94,11.31,10.17
11750,2018-08-10,13.16,11.82,13.82,11.59
11751,2018-08-13,14.78,14.5,15.02,12.95
11752,2018-08-14,13.31,13.93,14.22,13.11
11753,2018-08-15,14.64,13.52,16.86,13.44
11754,2018-08-16,13.45,14.18,14.36,12.82
11755,2018-08-17,12.64,13.18,13.96,12.4
11756,2018-08-20,12.49,12.57,12.79,12.26
11757,2018-08-21,12.86,12.47,12.89,12.09
11758,2018-08-22,12.25,13.09,13.29,11.97
11759,2018-08-23,12.41,12.03,12.68,11.65
11760,2018-08-24,11.99,12.13,12.17,11.83
11761,2018-08-27,12.16,12.37,12.48,12.02
11762,2018-08-28,12.5,12.01,12.5,11.87
11763,2018-08-29,12.25,12.34,12.55,12.09
11764,2018-08-30,13.53,12.25,13.95,12.24
11765,2018-08-31,12.86,13.54,14.03,12.82
11766,2018-09-04,13.16,13.13,14.35,13.12
11767,2018-09-05,13.91,13.69,14.3,13.23
11768,2018-09-06,14.65,14.21,15.41,13.72
11769,2018-09-07,14.88,14.72,15.63,14.31
11770,2018-09-10,14.16,15.09,15.2,13.93
11771,2018-09-11,13.22,13.96,14.92,13.21
11772,2018-09-12,13.14,13.07,13.86,12.91
11773,2018-09-13,12.37,12.91,12.91,12.3
11774,2018-09-14,12.07,12.13,13.15,11.93
11775,2018-09-17,13.68,12.72,13.75,12.32
11776,2018-09-18,12.79,13.48,13.48,12.56
11777,2018-09-19,11.75,12.61,12.77,11.66
11778,2018-09-20,11.8,11.82,11.96,11.31
11779,2018-09-21,11.68,11.76,12.03,11.1
11780,2018-09-24,12.2,12.46,12.92,12.18
11781,2018-09-25,12.42,12.28,12.6,11.8
11782,2018-09-26,12.89,12.21,13.13,11.55
11783,2018-09-27,12.41,12.77,13.0,11.94
11784,2018-09-28,12.12,12.59,13.22,12.09
11785,2018-10-01,12.0,11.99,12.4,11.57
11786,2018-10-02,12.05,12.47,12.69,11.61
11787,2018-10-03,11.61,11.66,12.14,11.34
11788,2018-10-04,14.22,12.84,15.84,12.42
11789,2018-10-05,14.82,14.29,17.36,11.72
11790,2018-10-08,15.69,16.05,18.38,15.69
11791,2018-10-09,15.95,16.12,17.49,15.27
11792,2018-10-10,22.96,16.03,22.96,15.83
11793,2018-10-11,24.98,23.07,28.84,20.65
11794,2018-10-12,21.31,21.63,26.8,20.88
11795,2018-10-15,21.3,21.97,22.89,19.47
11796,2018-10-16,17.62,20.28,20.56,17.55
11797,2018-10-17,17.4,17.06,19.55,17.06
11798,2018-10-18,20.06,18.02,21.57,17.51
11799,2018-10-19,19.89,19.24,21.08,18.39
11800,2018-10-22,19.64,19.38,20.89,18.82
11801,2018-10-23,20.71,22.18,24.66,20.18
11802,2018-10-24,25.23,21.6,26.38,20.4
11803,2018-10-25,24.22,24.78,24.78,22.06
11804,2018-10-26,24.16,24.51,27.52,23.33
11805,2018-10-29,24.7,24.48,27.86,22.01
11806,2018-10-30,23.35,23.94,25.55,23.11
11807,2018-10-31,21.23,22.72,22.8,20.39
11808,2018-11-01,19.34,20.96,21.21,19.03
11809,2018-11-02,19.51,18.52,21.61,18.05
11810,2018-11-05,19.96,20.58,20.87,19.64
11811,2018-11-06,19.91,19.84,20.6,19.69
11812,2018-11-07,16.36,18.03,18.05,16.33
11813,2018-11-08,16.72,16.18,17.2,16.09
11814,2018-11-09,17.36,16.87,18.41,16.84
11815,2018-11-12,20.45,17.26,20.71,17.25
11816,2018-11-13,20.02,19.45,21.25,19.11
11817,2018-11-14,21.25,20.52,22.36,19.3
11818,2018-11-15,19.98,20.41,22.97,19.94
11819,2018-11-16,18.14,20.04,21.36,18.1
11820,2018-11-19,20.1,18.78,20.99,18.52
11821,2018-11-20,22.48,20.76,23.81,20.37
11822,2018-11-21,20.8,21.66,22.31,20.11
11823,2018-11-23,21.52,21.23,22.65,20.65
11824,2018-11-26,18.9,20.78,20.8,18.67
11825,2018-11-27,19.02,19.41,19.93,18.7
11826,2018-11-28,18.49,18.87,19.38,18.18
11827,2018-11-29,18.79,18.65,20.48,18.59
11828,2018-11-30,18.07,19.18,19.91,18.03
11829,2018-12-03,16.44,16.04,17.28,15.94
11830,2018-12-04,20.74,16.84,21.94,16.26
11831,2018-12-06,21.19,23.53,25.94,20.94
11832,2018-12-07,23.23,22.42,24.71,19.9
11833,2018-12-10,22.64,23.95,25.94,22.5
11834,2018-12-11,21.76,22.96,23.6,21.39
11835,2018-12-12,21.46,21.91,21.91,20.5
11836,2018-12-13,20.65,21.0,21.57,20.34
11837,2018-12-14,21.63,21.57,22.47,20.95
11838,2018-12-17,24.52,22.36,25.88,21.97
11839,2018-12-18,25.58,24.68,26.14,23.64
11840,2018-12-19,25.58,25.15,26.64,22.5
11841,2018-12-20,28.38,26.09,30.3,24.68
11842,2018-12-21,30.11,28.24,31.35,25.71
11843,2018-12-24,36.07,29.29,36.1,29.16
11844,2018-12-26,30.41,35.5,36.2,29.59
11845,2018-12-27,29.96,31.2,33.8,29.66
11846,2018-12-28,28.34,29.97,31.05,27.43
11847,2018-12-31,25.42,27.59,27.64,25.33
11848,2019-01-02,23.22,27.54,28.53,23.05
11849,2019-01-03,25.45,25.68,26.6,24.05
11850,2019-01-04,21.38,24.36,24.48,21.19
11851,2019-01-07,21.4,22.06,22.71,20.91
11852,2019-01-08,20.47,20.96,22.03,20.09
11853,2019-01-09,19.98,20.44,22.8,19.48
11854,2019-01-10,19.5,20.98,21.32,19.29
11855,2019-01-11,18.19,19.68,20.16,18.12
11856,2019-01-14,19.07,19.84,20.27,18.7
11857,2019-01-15,18.6,18.53,19.2,17.98
11858,2019-01-16,19.04,18.08,19.04,17.76
11859,2019-01-17,18.06,19.51,19.72,17.85
11860,2019-01-18,17.8,17.8,18.18,17.17
11861,2019-01-22,20.8,18.53,21.15,18.2
11862,2019-01-23,19.52,20.85,22.02,19.47
11863,2019-01-24,18.89,19.69,20.25,18.63
11864,2019-01-25,17.42,18.43,18.46,17.31
11865,2019-01-28,18.87,18.56,20.42,18.42
11866,2019-01-29,19.13,19.45,19.93,18.42
11867,2019-01-30,17.66,19.15,19.31,17.54
11868,2019-01-31,16.57,17.39,17.72,16.54
11869,2019-02-01,16.14,16.63,16.83,16.08
11870,2019-02-04,15.73,16.72,16.73,15.6
11871,2019-02-05,15.57,15.79,15.94,15.04
11872,2019-02-06,15.38,15.44,15.87,15.09
11873,2019-02-07,16.37,15.66,17.89,15.51
11874,2019-02-08,15.72,16.81,17.63,15.62
11875,2019-02-11,15.97,16.17,16.5,15.34
11876,2019-02-12,15.43,15.23,15.65,14.95
11877,2019-02-13,15.65,15.46,15.91,15.0
11878,2019-02-14,16.22,15.61,17.27,15.3
11879,2019-02-15,14.91,16.82,16.82,14.79
11880,2019-02-19,14.88,15.65,16.16,14.64
11881,2019-02-20,14.02,14.92,15.19,13.99
11882,2019-02-21,14.46,14.0,15.17,13.85
11883,2019-02-22,13.51,14.46,14.47,13.51
11884,2019-02-25,14.85,13.91,14.9,13.44
11885,2019-02-26,15.17,15.16,15.28,14.52
11886,2019-02-27,14.7,15.53,16.17,14.7
11887,2019-02-28,14.78,15.17,15.24,14.39
11888,2019-03-01,13.57,14.57,14.84,13.41
11889,2019-03-04,14.63,13.77,16.98,13.38
11890,2019-03-05,14.74,14.52,15.39,14.26
11891,2019-03-06,15.74,14.91,16.11,14.74
11892,2019-03-07,16.59,16.33,17.81,15.54
11893,2019-03-08,16.05,17.38,18.33,16.02
11894,2019-03-11,14.33,16.28,16.43,14.33
11895,2019-03-12,13.77,13.97,14.7,13.61
11896,2019-03-13,13.41,14.0,14.05,13.25
11897,2019-03-14,13.5,13.35,13.84,13.16
11898,2019-03-15,12.88,13.21,13.28,12.5
11899,2019-03-18,13.1,13.13,13.8,13.0
11900,2019-03-19,13.56,12.89,13.77,12.37
11901,2019-03-20,13.91,13.54,14.3,13.05
11902,2019-03-21,13.63,14.11,14.56,13.26
11903,2019-03-22,16.48,13.77,17.52,13.62
11904,2019-03-25,16.33,17.76,17.85,16.26
11905,2019-03-26,14.68,16.22,16.3,14.67
11906,2019-03-27,15.15,14.52,16.71,14.51
11907,2019-03-28,14.43,15.38,15.62,14.41
11908,2019-03-29,13.71,14.19,14.43,13.64
11909,2019-04-01,13.4,13.9,14.01,13.32
11910,2019-04-02,13.36,13.62,13.68,13.13
11911,2019-04-03,13.74,13.06,14.27,12.85
11912,2019-04-04,13.58,13.84,14.03,13.4
11913,2019-04-05,12.82,13.46,13.47,12.17
11914,2019-04-08,13.18,13.55,13.77,13.1
11915,2019-04-09,14.28,13.46,14.39,13.31
11916,2019-04-10,13.3,14.09,14.29,13.27
11917,2019-04-11,13.02,13.37,13.58,12.91
11918,2019-04-12,12.01,12.96,12.96,11.95
11919,2019-04-15,12.32,12.46,13.14,12.24
11920,2019-04-16,12.18,12.26,12.47,11.85
11921,2019-04-17,12.6,12.12,13.02,11.03
11922,2019-04-18,12.09,12.8,13.12,12.02
11923,2019-04-22,12.42,13.21,13.36,12.38
11924,2019-04-23,12.28,12.66,12.69,12.08
11925,2019-04-24,13.14,12.53,13.23,12.26
11926,2019-04-25,13.25,13.29,14.3,12.81
11927,2019-04-26,12.73,13.44,13.62,12.49
11928,2019-04-29,13.11,13.04,13.27,12.65
11929,2019-04-30,13.12,13.11,14.05,12.88
11930,2019-05-01,14.8,12.86,14.83,12.74
11931,2019-05-02,14.42,14.35,15.92,13.8
11932,2019-05-03,12.87,14.11,14.15,12.8
11933,2019-05-06,15.44,12.89,18.8,12.89
11934,2019-05-07,19.32,15.9,21.84,15.8
11935,2019-05-08,19.4,18.95,21.74,18.29
11936,2019-05-09,19.1,21.4,23.38,18.87
11937,2019-05-10,16.04,18.79,20.19,15.57
11938,2019-05-13,20.55,18.62,21.32,18.35
11939,2019-05-14,18.06,19.4,19.65,17.45
11940,2019-05-15,16.44,17.57,19.15,16.41
11941,2019-05-16,15.29,16.69,17.13,15.16
11942,2019-05-17,15.96,15.89,16.81,14.86
11943,2019-05-20,16.31,15.88,17.63,15.46
11944,2019-05-21,14.95,15.86,16.22,14.79
11945,2019-05-22,14.75,15.06,15.44,14.42
11946,2019-05-23,16.92,15.93,18.05,15.28
11947,2019-05-24,15.85,16.34,16.52,15.52
11948,2019-05-28,17.5,16.55,17.7,15.9
11949,2019-05-29,17.9,18.55,19.04,17.62
11950,2019-05-30,17.3,17.47,18.11,16.72
11951,2019-05-31,18.71,19.05,19.72,18.01
11952,2019-06-03,18.86,19.41,19.75,18.16
11953,2019-06-04,16.97,18.74,18.74,16.97
11954,2019-06-05,16.09,17.06,17.49,16.04
11955,2019-06-06,15.93,16.25,16.54,15.36
11956,2019-06-07,16.3,15.65,16.44,15.33
11957,2019-06-10,15.94,16.3,16.47,15.84
11958,2019-06-11,15.99,15.84,16.7,15.5
11959,2019-06-12,15.91,16.26,16.43,15.78
11960,2019-06-13,15.82,16.16,16.21,15.61
11961,2019-06-14,15.28,16.0,16.4,15.21
11962,2019-06-17,15.35,15.65,15.76,15.24
11963,2019-06-18,15.15,14.89,15.54,14.62
11964,2019-06-19,14.33,15.05,15.71,14.15
11965,2019-06-20,14.75,14.04,16.03,13.19
11966,2019-06-21,15.4,14.74,15.48,14.42
11967,2019-06-24,15.26,15.46,15.56,15.23
11968,2019-06-25,16.28,15.43,16.68,15.1
11969,2019-06-26,16.21,16.1,16.6,15.47
11970,2019-06-27,15.82,15.66,16.4,15.66
11971,2019-06-28,15.08,15.7,16.13,15.08
11972,2019-07-01,14.06,13.85,14.64,13.8
11973,2019-07-02,12.93,14.16,14.3,12.9
11974,2019-07-03,12.57,13.18,13.19,12.56
11975,2019-07-05,13.28,13.0,14.47,12.04
11976,2019-07-08,13.96,13.73,14.44,13.64
11977,2019-07-09,14.09,14.47,14.71,13.99
11978,2019-07-10,13.03,14.38,14.69,12.98
11979,2019-07-11,12.93,13.01,13.33,12.39
11980,2019-07-12,12.39,12.76,12.82,12.28
11981,2019-07-15,12.68,12.58,13.02,12.49
11982,2019-07-16,12.86,12.61,13.14,12.28
11983,2019-07-17,13.97,12.62,13.97,12.24
11984,2019-07-18,13.53,14.45,14.5,13.19
11985,2019-07-19,14.45,13.31,14.45,13.09
11986,2019-07-22,13.53,14.55,14.7,13.42
11987,2019-07-23,12.61,13.42,13.52,12.55
11988,2019-07-24,12.07,12.8,13.1,11.98
11989,2019-07-25,12.74,12.24,13.54,11.69
11990,2019-07-26,12.16,12.58,12.72,12.01
11991,2019-07-29,12.83,12.15,13.17,12.15
11992,2019-07-30,13.94,12.87,14.18,12.87
11993,2019-07-31,16.12,13.83,16.55,13.46
11994,2019-08-01,17.87,15.41,19.46,13.73
11995,2019-08-02,17.61,17.69,20.11,17.04
11996,2019-08-05,24.59,19.96,24.81,19.91
11997,2019-08-06,20.17,22.29,22.87,19.77
11998,2019-08-07,19.49,20.7,23.67,18.94
11999,2019-08-08,16.91,19.36,19.89,16.82
12000,2019-08-09,17.97,18.14,19.44,17.31
12001,2019-08-12,21.09,17.87,21.26,17.77
12002,2019-08-13,17.52,21.28,21.64,17.52
12003,2019-08-14,22.1,17.81,22.71,17.75
12004,2019-08-15,21.18,21.58,24.1,20.78
12005,2019-08-16,18.47,20.48,20.5,18.41
12006,2019-08-19,16.88,17.93,18.22,16.52
12007,2019-08-20,17.5,16.78,17.7,16.45
12008,2019-08-21,15.8,17.01,17.04,15.51
12009,2019-08-22,16.68,16.12,17.68,15.63
12010,2019-08-23,19.87,16.15,21.07,16.04
12011,2019-08-26,19.32,20.34,21.33,19.06
12012,2019-08-27,20.31,20.18,21.04,18.49
12013,2019-08-28,19.35,20.55,21.64,19.1
12014,2019-08-29,17.88,19.02,19.2,17.6
12015,2019-08-30,18.98,17.94,19.18,17.09
12016,2019-09-03,19.66,20.96,21.15,19.41
12017,2019-09-04,17.33,18.23,18.83,17.26
12018,2019-09-05,16.27,16.92,17.05,15.45
12019,2019-09-06,15.0,15.92,16.06,14.91
12020,2019-09-09,15.27,15.26,16.13,14.95
12021,2019-09-10,15.2,15.53,16.52,15.11
12022,2019-09-11,14.61,15.33,15.52,14.55
12023,2019-09-12,14.22,14.69,14.94,13.85
12024,2019-09-13,13.74,14.16,14.31,13.51
12025,2019-09-16,14.67,14.89,15.29,14.5
12026,2019-09-17,14.44,14.92,15.03,14.4
12027,2019-09-18,13.95,14.61,15.8,13.8
12028,2019-09-19,14.05,14.66,14.66,13.31
12029,2019-09-20,15.32,13.94,15.84,13.35
12030,2019-09-23,14.91,15.35,16.0,14.71
12031,2019-09-24,17.05,14.77,17.62,14.33
12032,2019-09-25,15.96,17.05,18.45,15.69
12033,2019-09-26,16.07,16.23,17.09,15.35
12034,2019-09-27,17.22,15.77,18.69,15.15
12035,2019-09-30,16.24,17.23,17.35,16.2
12036,2019-10-01,18.56,16.02,18.62,15.79
12037,2019-10-02,20.56,18.75,21.46,18.75
12038,2019-10-03,19.12,20.11,21.44,19.03
12039,2019-10-04,17.04,19.42,19.97,16.97
12040,2019-10-07,17.86,18.27,18.52,16.44
12041,2019-10-08,20.28,17.61,20.38,17.42
12042,2019-10-09,18.64,19.94,20.0,17.77
12043,2019-10-10,17.57,19.28,19.8,17.56
12044,2019-10-11,15.58,17.35,17.44,15.11
12045,2019-10-14,14.57,15.66,16.5,14.51
12046,2019-10-15,13.54,13.94,14.43,13.39
12047,2019-10-16,13.68,13.94,14.26,13.6
12048,2019-10-17,13.79,13.79,14.18,13.31
12049,2019-10-18,14.25,14.2,15.16,13.78
12050,2019-10-21,14.0,14.24,14.63,14.0
12051,2019-10-22,14.46,13.99,14.61,13.7
12052,2019-10-23,14.01,14.83,15.12,14.01
12053,2019-10-24,13.71,13.98,14.34,13.4
12054,2019-10-25,12.65,13.53,13.79,12.62
12055,2019-10-28,13.11,13.01,13.14,12.66
12056,2019-10-29,13.2,13.16,13.52,13.07
12057,2019-10-30,12.33,13.23,13.77,12.27
12058,2019-10-31,13.22,12.21,13.95,12.19
12059,2019-11-01,12.3,12.99,13.12,12.25
12060,2019-11-04,12.83,12.68,13.13,12.44
12061,2019-11-05,13.1,12.85,13.28,12.25
12062,2019-11-06,12.62,13.18,13.39,12.6
12063,2019-11-07,12.73,12.59,12.89,12.26
12064,2019-11-08,12.07,12.98,13.05,12.0
12065,2019-11-11,12.69,13.15,13.49,12.66
12066,2019-11-12,12.68,12.64,13.1,12.36
12067,2019-11-13,13.0,12.91,13.9,12.88
12068,2019-11-14,13.05,13.16,13.81,12.93
12069,2019-11-15,12.05,12.95,12.97,11.92
12070,2019-11-18,12.46,12.39,13.1,12.32
12071,2019-11-19,12.86,12.33,13.01,12.16
12072,2019-11-20,12.78,13.42,14.17,12.61
12073,2019-11-21,13.13,13.35,13.86,12.49
12074,2019-11-22,12.34,12.82,13.25,12.33
12075,2019-11-25,11.87,12.51,12.59,11.73
12076,2019-11-26,11.54,11.88,12.04,11.42
12077,2019-11-27,11.75,11.55,11.79,11.44
12078,2019-11-29,12.62,12.5,12.83,12.12
12079,2019-12-02,14.91,12.69,15.27,12.55
12080,2019-12-03,15.96,14.68,17.99,14.61
12081,2019-12-04,14.8,16.38,16.4,14.12
12082,2019-12-05,14.52,14.46,15.37,14.17
12083,2019-12-06,13.62,14.37,14.47,13.19
12084,2019-12-09,15.86,14.25,16.07,12.25
12085,2019-12-10,15.68,15.8,16.9,14.93
12086,2019-12-11,14.99,15.57,15.97,14.98
12087,2019-12-12,13.94,14.94,15.55,13.6
12088,2019-12-13,12.63,13.18,14.35,12.54
12089,2019-12-16,12.14,12.47,12.53,11.71
12090,2019-12-17,12.29,12.23,12.47,11.9
12091,2019-12-18,12.58,12.24,12.7,11.93
12092,2019-12-19,12.5,12.55,12.78,12.43
12093,2019-12-20,12.51,12.55,12.61,12.04
12094,2019-12-23,12.61,12.81,12.9,12.41
12095,2019-12-24,12.67,12.65,12.84,12.56
12096,2019-12-26,12.65,12.74,12.75,11.72
12097,2019-12-27,13.43,12.61,13.72,11.89
12098,2019-12-30,14.82,13.74,15.14,13.44
12099,2019-12-31,13.78,14.84,15.39,13.75
12100,2020-01-02,12.47,13.46,13.72,12.42
